arrow radical,
arrowhead radical,
leftwards or downwards<br>arrowhead radical,
upwards or rightwards<br>arrowhead radical,
closed box radical,
open box radical,
left open box radical,
right open box radical,
circle radical,
semicircle radical,
cross radical,
dot radical,
double dot radical,
emitters radical,
box or crosshair radical,
hammer radical,
hand radical,
pointing hand radical,
heart radical,
frowning mouth radical,
smiling mouth radical,
open mouth radical,
open triangle radical,
closed triangle radical,
wavy line radical,
vertical line radical,
horizontal line radical,
exclamation line radical,
comma radical,
